datetime,symbol,open,high,low,close,volume
2023-05-22 06:00:00,CME:BTC1!,26825.0,27160.0,26540.0,26865.0,7447.0
2023-05-23 06:00:00,CME:BTC1!,26915.0,27565.0,26800.0,27200.0,9455.0
2023-05-24 06:00:00,CME:BTC1!,27250.0,27265.0,26015.0,26225.0,13562.0
2023-05-25 06:00:00,CME:BTC1!,26555.0,26655.0,25985.0,26565.0,7966.0
2023-05-26 06:00:00,CME:BTC1!,26510.0,27105.0,26395.0,26915.0,5519.0
2023-05-29 06:00:00,CME:BTC1!,27915.0,28665.0,27700.0,28070.0,10217.0
2023-05-31 06:00:00,CME:BTC1!,27905.0,28040.0,26910.0,27075.0,9363.0
2023-06-01 06:00:00,CME:BTC1!,27185.0,27440.0,26675.0,26925.0,5116.0
2023-06-02 06:00:00,CME:BTC1!,26965.0,27440.0,26560.0,27385.0,7219.0
2023-06-05 06:00:00,CME:BTC1!,27335.0,27615.0,25390.0,25640.0,14010.0
2023-06-06 06:00:00,CME:BTC1!,25665.0,27375.0,25315.0,27265.0,14581.0
2023-06-07 06:00:00,CME:BTC1!,27170.0,27525.0,26330.0,26610.0,7113.0
2023-06-08 06:00:00,CME:BTC1!,26335.0,26955.0,26200.0,26650.0,4011.0
2023-06-09 06:00:00,CME:BTC1!,26710.0,26920.0,26380.0,26475.0,4376.0
2023-06-12 06:00:00,CME:BTC1!,26155.0,26190.0,25670.0,25890.0,5095.0
2023-06-13 06:00:00,CME:BTC1!,26010.0,26555.0,25725.0,25930.0,5185.0
2023-06-14 06:00:00,CME:BTC1!,25890.0,26155.0,24815.0,25900.0,5866.0
2023-06-15 06:00:00,CME:BTC1!,25110.0,25620.0,24745.0,25470.0,10605.0
2023-06-16 06:00:00,CME:BTC1!,25600.0,26600.0,25145.0,26445.0,10238.0
2023-06-19 06:00:00,CME:BTC1!,26485.0,28445.0,26310.0,28180.0,17218.0
2023-06-21 06:00:00,CME:BTC1!,28250.0,30940.0,28250.0,30260.0,18504.0
2023-06-22 06:00:00,CME:BTC1!,30020.0,30685.0,29740.0,30370.0,10153.0
2023-06-23 06:00:00,CME:BTC1!,30175.0,31655.0,29975.0,31120.0,12562.0
2023-06-26 06:00:00,CME:BTC1!,30690.0,30800.0,30000.0,30315.0,9077.0
2023-06-27 06:00:00,CME:BTC1!,30215.0,31115.0,30185.0,30705.0,10865.0
2023-06-28 06:00:00,CME:BTC1!,30785.0,30785.0,29870.0,30110.0,11519.0
2023-06-29 06:00:00,CME:BTC1!,30460.0,31260.0,30420.0,31040.0,8930.0
2023-06-30 06:00:00,CME:BTC1!,30875.0,31730.0,29605.0,30680.0,19808.0
2023-07-03 06:00:00,CME:BTC1!,30850.0,31835.0,30735.0,31700.0,6603.0
2023-07-04 06:00:00,CME:BTC1!,31480.0,31725.0,30420.0,30675.0,9567.0
2023-07-06 06:00:00,CME:BTC1!,30705.0,31860.0,30060.0,30510.0,11172.0
2023-07-07 06:00:00,CME:BTC1!,30370.0,30685.0,29875.0,30370.0,6541.0
2023-07-10 06:00:00,CME:BTC1!,30290.0,31260.0,30075.0,31055.0,5866.0
2023-07-11 06:00:00,CME:BTC1!,30700.0,31000.0,30305.0,30755.0,6161.0
2023-07-12 06:00:00,CME:BTC1!,30705.0,31190.0,30325.0,30395.0,10377.0
2023-07-13 06:00:00,CME:BTC1!,30460.0,32165.0,30360.0,31925.0,14992.0
2023-07-14 06:00:00,CME:BTC1!,31515.0,31910.0,30025.0,30235.0,11611.0
2023-07-17 06:00:00,CME:BTC1!,30415.0,30495.0,29740.0,29990.0,6236.0
2023-07-18 06:00:00,CME:BTC1!,30335.0,30355.0,29535.0,29785.0,5773.0
2023-07-19 06:00:00,CME:BTC1!,29810.0,30275.0,29775.0,30105.0,5138.0
2023-07-20 06:00:00,CME:BTC1!,29955.0,30515.0,29560.0,29765.0,9406.0
2023-07-21 06:00:00,CME:BTC1!,29920.0,30120.0,29735.0,29885.0,5304.0
2023-07-24 06:00:00,CME:BTC1!,29960.0,30135.0,28810.0,29105.0,13190.0
2023-07-25 06:00:00,CME:BTC1!,29145.0,29390.0,29055.0,29180.0,8133.0
2023-07-26 06:00:00,CME:BTC1!,29240.0,29690.0,29075.0,29395.0,8174.0
2023-07-27 06:00:00,CME:BTC1!,29730.0,29840.0,29175.0,29310.0,7289.0
2023-07-28 06:00:00,CME:BTC1!,29330.0,29805.0,29275.0,29535.0,6829.0
2023-07-31 06:00:00,CME:BTC1!,29390.0,29760.0,29255.0,29285.0,5498.0
2023-08-01 06:00:00,CME:BTC1!,29400.0,29520.0,28625.0,29440.0,10567.0
2023-08-02 06:00:00,CME:BTC1!,29385.0,30245.0,28980.0,29280.0,10812.0
2023-08-03 06:00:00,CME:BTC1!,29285.0,29600.0,29060.0,29410.0,4673.0
2023-08-04 06:00:00,CME:BTC1!,29400.0,29490.0,28860.0,29090.0,5362.0
2023-08-07 06:00:00,CME:BTC1!,29125.0,29315.0,28720.0,29255.0,6493.0
2023-08-08 06:00:00,CME:BTC1!,29320.0,30260.0,29235.0,30075.0,10861.0
2023-08-09 06:00:00,CME:BTC1!,30065.0,30275.0,29460.0,29510.0,7172.0
2023-08-10 06:00:00,CME:BTC1!,29635.0,29855.0,29390.0,29495.0,4119.0
2023-08-11 06:00:00,CME:BTC1!,29560.0,29680.0,29310.0,29465.0,4910.0
2023-08-14 06:00:00,CME:BTC1!,29450.0,29810.0,29095.0,29395.0,7834.0
2023-08-15 06:00:00,CME:BTC1!,29460.0,29595.0,29115.0,29225.0,4356.0
2023-08-16 06:00:00,CME:BTC1!,29255.0,29305.0,28855.0,29130.0,5150.0
2023-08-17 06:00:00,CME:BTC1!,28955.0,28990.0,27485.0,27850.0,14274.0
2023-08-18 06:00:00,CME:BTC1!,26475.0,27005.0,25600.0,26020.0,11658.0
2023-08-21 06:00:00,CME:BTC1!,26195.0,26220.0,25795.0,26065.0,7374.0
2023-08-22 06:00:00,CME:BTC1!,26160.0,26165.0,25690.0,25730.0,7666.0
2023-08-23 06:00:00,CME:BTC1!,25595.0,26810.0,25585.0,26640.0,12134.0
2023-08-24 06:00:00,CME:BTC1!,26470.0,26690.0,25955.0,26140.0,6618.0
2023-08-25 06:00:00,CME:BTC1!,26130.0,26445.0,25865.0,26080.0,5998.0
2023-08-28 06:00:00,CME:BTC1!,26210.0,26360.0,25930.0,26090.0,3315.0
2023-08-29 06:00:00,CME:BTC1!,26075.0,28335.0,25980.0,28010.0,19905.0
2023-08-30 06:00:00,CME:BTC1!,27875.0,27970.0,27130.0,27260.0,7293.0
2023-08-31 06:00:00,CME:BTC1!,27385.0,27705.0,26010.0,26240.0,10310.0
2023-09-01 06:00:00,CME:BTC1!,26070.0,26225.0,25400.0,25700.0,6918.0
2023-09-04 06:00:00,CME:BTC1!,25985.0,26170.0,25580.0,25735.0,4758.0
2023-09-06 06:00:00,CME:BTC1!,25795.0,26140.0,25335.0,25705.0,5237.0
2023-09-07 06:00:00,CME:BTC1!,25795.0,26090.0,25630.0,25980.0,3776.0
2023-09-08 06:00:00,CME:BTC1!,26210.0,26560.0,25690.0,26005.0,6232.0
2023-09-11 06:00:00,CME:BTC1!,25930.0,26120.0,24925.0,25030.0,8627.0
2023-09-12 06:00:00,CME:BTC1!,25140.0,26685.0,25100.0,26125.0,11268.0
2023-09-13 06:00:00,CME:BTC1!,26180.0,26520.0,25845.0,26205.0,5247.0
2023-09-14 06:00:00,CME:BTC1!,26330.0,26955.0,26215.0,26765.0,5968.0
2023-09-15 06:00:00,CME:BTC1!,26635.0,26780.0,26265.0,26475.0,3990.0
2023-09-18 06:00:00,CME:BTC1!,26560.0,27550.0,26425.0,26885.0,10480.0
